id,name,popularity,artists,release_date,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1DTRyqSQ6CfDs46Ft9vUpR,Mary Go Round,44,"['Musiq Soulchild', 'Osunlade']",2000-01-01,221240,0.298,0.555,0.474,0.000464,0.0,0.119,-8.21,1.0,0.285,141.294,4.0,0.498
7pypjOgvF6cCXnHBfmrnC2,What If I Was White,52,"['Sticky Fingaz', 'Eminem']",2000-01-01,282280,0.165,0.732,0.744,0.0,1.0,0.696,-5.398,1.0,0.43,90.69,4.0,0.682
6cC6h5E351deEGFd7Kh9uy,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",55,"['Niccolò Paganini', 'Itzhak Perlman']",2000-02-01,268853,0.978,0.465,0.128,0.271,9.0,0.0423,-17.628,0.0,0.0519,111.471,4.0,0.428
1GoTvQP3JEeA8oh5I9b2xc,Cleva,49,"['Erykah Badu', 'Roy Ayers']",2000-10-31,225800,0.0424,0.74,0.382,0.0266,1.0,0.116,-11.802,1.0,0.0786,83.127,4.0,0.629
1qm8gshOp7RkwP47WRukrS,Da Enemy,53,"['D.I.T.C.', 'Big L', 'Fat Joe']",2000-02-22,166400,0.0318,0.647,0.839,0.344,11.0,0.299,-6.569,1.0,0.416,174.201,4.0,0.789
572R9OVMyWKBeg1hOMgSsW,The Little Girl (feat. Alison Krauss & Dan Tyminski),45,"['John Michael Montgomery', 'Alison Krauss', 'Dan Tyminski']",2000-09-26,232640,0.354,0.658,0.434,1.75e-05,1.0,0.112,-8.527,1.0,0.025,83.921,4.0,0.218
6ubMDDah8xYhjuqlPfizYi,Barre Baby,44,"['Big Moe', 'Ronnetta Spencer']",2000-07-25,179493,0.511,0.746,0.418,0.0,8.0,0.375,-10.035,1.0,0.251,65.089,4.0,0.844
0U6wNkZaQUTBrCLbhbbRgS,Riding With the King,55,"['Eric Clapton', 'B.B. King']",2000-06-13,264240,0.383,0.46,0.796,0.0,9.0,0.258,-6.202,1.0,0.0335,204.032,4.0,0.826
0Bb21NEv7yjSJ8ro2k2SZC,Don't Aproach Me (feat. Eminem),51,"['Xzibit', 'Eminem']",2000-04-02,276506,0.416,0.908,0.687,0.0,5.0,0.12,-5.202,0.0,0.301,92.889,4.0,0.855
0IvTGWbNnCiUi9IOF7ye3F,I Like It,44,"['Sammie', 'JT Money']",2000-01-01,251040,0.0101,0.826,0.656,0.000113,9.0,0.0272,-8.529,1.0,0.0617,129.963,4.0,0.852
6zmQ8bzlDIfngjy0Ba3w46,Get Back - Remastered 2015,52,"['The Beatles', 'Billy Preston']",2000-11-13,191773,0.186,0.703,0.636,0.0256,7.0,0.0959,-7.579,1.0,0.0376,122.921,4.0,0.218
1ftK0tLj4ZYKYxSzXk5Lpb,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],43,"['DJ Spiller', 'Sophie Ellis-Bextor']",2000-08-14,227619,0.000132,0.719,0.806,0.0889,9.0,0.361,-6.802,0.0,0.0389,123.037,4.0,0.626
3XDGPQQGrW8sPstEqket1J,Spanish Ladies,48,"['Jerry Bryant', 'Starboard Mess']",2000,166746,0.914,0.627,0.151,0.0,7.0,0.146,-16.101,1.0,0.352,184.75,3.0,0.778
3Hn8feLpVCnqi3olew1WME,Lose My Mind In Hysteria,48,"['rathen', 'Screus', 'jestreyal', 'cansyex']",2000-01-01,172501,0.0737,0.622,0.773,0.484,10.0,0.248,-8.686,0.0,0.0392,93.166,4.0,0.852
28hgx2bWXcaBJeC9zVwrBq,911 (feat. Mary J. Blige),45,"['Wyclef Jean', 'Mary J. Blige']",2000-08-14,259333,0.273,0.747,0.646,3.7e-06,7.0,0.0931,-9.185,1.0,0.191,87.011,4.0,0.73
7hV4x7PMKGC4qD3NWLt2UJ,"Luv Me, Luv Me",49,"['Shaggy', 'Samantha Cole']",2000-08-08,215506,0.152,0.898,0.801,0.0,1.0,0.318,-4.672,0.0,0.253,97.684,4.0,0.715
7ivM5ILtz3k5Z6sRjXu0v2,(Rap) Superstar (feat. Eminem & Noreaga),51,"['Cypress Hill', 'Eminem', 'N.O.R.E.']",2000-04-25,293560,0.0522,0.921,0.833,1.43e-06,10.0,0.106,-5.741,0.0,0.305,94.231,4.0,0.329
5Q6Yl87BTK0wbGY7XGFZhx,Nocturne No. 10 In E Minor,50,"['Benjamin Frith', 'John Field']",2000-06-03,192400,0.991,0.351,0.00593,0.941,4.0,0.0499,-36.521,0.0,0.0393,64.894,3.0,0.125
1Jo3u8eXp8xobbrvq0FIi9,Gasoline Dreams (with Khujo Goodie),46,"['Outkast', 'Khujo Goodie']",2000-10-31,214706,0.0383,0.729,0.959,0.0,2.0,0.312,-2.726,1.0,0.234,95.082,4.0,0.508
2jKoVlU7VAmExKJ1Jh3w9P,"Alkaholik (feat. Erik Sermon, J Ro & Tash)",53,"['Xzibit', 'Erick Sermon', 'J. Ro', 'Tash']",2000-04-02,219160,0.18,0.893,0.514,0.0,11.0,0.0596,-5.08,1.0,0.283,95.848,4.0,0.787
6NJ6S33F819L2oQ5INCmuX,Recognize,46,"['The LOX', 'Eve']",2000-01-01,253333,0.0333,0.748,0.778,5.72e-05,10.0,0.0595,-5.108,0.0,0.277,92.025,4.0,0.715
1zIXpzuCC7FM4kECt2eEzu,G'd Up,44,"['Tha Eastsidaz', 'Butch Cassidy']",2000-02-01,273466,0.0395,0.908,0.763,0.0,1.0,0.0646,-5.739,1.0,0.28,97.106,4.0,0.593
5RpKjxkf6PWTWelPlfHwa3,Weak Azz B***h (feat. La Chat),43,"['Three 6 Mafia', 'La Chat']",2000-06-13,167266,0.0471,0.871,0.965,0.0,6.0,0.1,-1.108,0.0,0.239,164.678,4.0,0.704
39GBFwBe4GGk7i3yr3F46P,3030,45,"['Deltron 3030', 'Del The Funky Homosapien', 'Dan The Automator', 'Kid Koala']",2000,449480,0.502,0.495,0.771,7.29e-05,1.0,0.143,-9.752,1.0,0.126,81.615,4.0,0.805
5UbN3fe9OB1p5KwjgUAHD4,"Beethoven: Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo",51,"['Ludwig van Beethoven', 'Philadelphia Orchestra', 'Riccardo Muti']",2000-06-23,758266,0.955,0.247,0.0383,0.714,5.0,0.108,-22.76,1.0,0.0363,108.252,4.0,0.136
4UPyqSVCf0ukiBbi0MvLDW,This Can't Be Life,44,"['JAY-Z', 'Beanie Sigel', 'Scarface']",2000-10-31,288226,0.236,0.658,0.809,1.17e-06,6.0,0.389,-5.462,0.0,0.302,84.525,4.0,0.648
