id,name,popularity,artists,release_date,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1dWimOlV5KUHDerWZVDv5l,My Name Is,54,['Eminem'],2005-12-06,268853,0.0449,0.846,0.676,1.02e-06,5.0,0.112,-6.155,0.0,0.33,85.437,4.0,0.817
2UGDIXZk00zzAhncymBXo1,Same Song - Edit Version,49,['Digital Underground'],2005-06-19,237533,0.0558,0.813,0.687,0.0,1.0,0.113,-10.178,1.0,0.152,103.196,4.0,0.732
1flWFiusGKhIaewrTnCYGO,Pachuca Sunrise,48,['Minus the Bear'],2005-08-23,215373,0.0279,0.468,0.877,0.00165,11.0,0.366,-5.729,0.0,0.0347,154.983,4.0,0.71
5M8oqeozsjPMSXbkjo0SyD,My Town,47,['Montgomery Gentry'],2005-11-01,285586,0.00258,0.511,0.846,0.0,2.0,0.0777,-6.677,1.0,0.0531,93.848,4.0,0.528
5Pp1H1mFlL6o63omITUvfn,Here We Go Again,53,['Paramore'],2005-07-26,226293,7.02e-05,0.508,0.848,0.0,9.0,0.132,-5.267,1.0,0.0383,120.012,4.0,0.544
4NMlAY0ZLcOqvOucIsU3Oj,A Ti,62,['Ricardo Arjona'],2005,290013,0.0718,0.608,0.768,0.00134,0.0,0.0878,-3.598,1.0,0.0344,143.934,4.0,0.252
3ozivYJGJGq6TSzdy8m64X,"""DEVILS NEVER CRY""(スタッフロール)",55,['Capcom Sound Team'],2005-03-31,319906,0.000894,0.264,0.951,0.0442,7.0,0.127,-7.356,1.0,0.146,149.99,4.0,0.159
03NnB5RrAVwOKZCalWNpUu,Butcher Pete (Part 1),48,['Roy Brown'],2005,148466,0.82,0.727,0.9,6.74e-05,3.0,0.262,-4.1,0.0,0.13,92.087,4.0,0.866
5txrJzhPIrRqfvtnvZGcbX,Que' Onda Guero,47,['Beck'],2005-01-01,209306,0.258,0.804,0.57,0.0112,1.0,0.394,-7.859,1.0,0.0614,95.811,4.0,0.899
7pOWWGpUc3T05IXfymgIP3,This Magic Moment,48,['The Drifters'],2005-02-08,146813,0.576,0.34,0.371,1.64e-06,0.0,0.0896,-8.871,1.0,0.0348,139.039,4.0,0.62
5RgzfIJ4t4g5VEQwm3JlSq,American Baby,47,['Dave Matthews Band'],2005-05-10,275053,0.00192,0.692,0.822,0.00206,7.0,0.0819,-4.315,1.0,0.0349,120.741,4.0,0.856
0PC21BCFU1ysR56h3iufJX,Si Te Vuelves A Enamorar,51,['Alacranes Musical'],2005-01-01,177560,0.174,0.684,0.904,1.74e-06,10.0,0.0712,-2.838,1.0,0.0729,161.276,4.0,0.974
0fmwyv8VP8Jh71e87oCHv1,Through Struggle,52,['As I Lay Dying'],2005,238173,6.86e-05,0.195,0.976,0.000912,8.0,0.263,-4.381,1.0,0.0808,180.372,4.0,0.531
3eWxADd1CLwJVhyPzrCpl8,When It's Over - Remastered,49,['Sugar Ray'],2005-06-17,218333,0.0465,0.677,0.771,0.0,4.0,0.165,-5.852,1.0,0.0471,99.91,4.0,0.936
7i6pxHwCREvogBRpGyMzFX,Spring and a Storm,50,['Tally Hall'],2005-10-24,287813,0.197,0.467,0.743,0.00732,2.0,0.671,-7.214,1.0,0.0446,137.671,4.0,0.341
4qWQPFK9AtqqxJqGicATHv,If Everyone Cared,54,['Nickelback'],2005-09-26,218013,0.000246,0.519,0.85,0.014,6.0,0.279,-4.678,0.0,0.0354,132.022,4.0,0.211
3gOBLrOvDovzHL4xBDQw0B,O,46,['Omarion'],2005-02-22,280706,0.081,0.742,0.515,0.0,0.0,0.194,-6.265,1.0,0.0405,120.086,4.0,0.587
2Qv9GqZU9ZMFLyQcolikMo,Everything Changes,46,['Staind'],2005-08-08,238426,0.0267,0.5,0.612,0.157,4.0,0.404,-4.944,1.0,0.0332,124.992,3.0,0.0668
4EJjwH5VKFYfhjji1lDmiH,Sacrifice,54,['London After Midnight'],2005-01-01,455853,0.000206,0.412,0.782,0.108,0.0,0.128,-6.862,0.0,0.0357,131.79,4.0,0.149
1QZFn6QUNHfCp8s06C91hw,DOA,55,['Foo Fighters'],2005-06-14,252106,0.000189,0.462,0.913,0.00142,2.0,0.0671,-4.298,1.0,0.074,145.522,4.0,0.72
3a6TQVSXm6zCQzNhTVO2Mo,El Camaleón,51,['Los Tigrillos'],2005-01-01,186546,0.378,0.84,0.825,0.000899,2.0,0.0268,-3.381,1.0,0.0527,136.842,4.0,0.923
3DgNj1aYbSRVoVO8yX7DRt,Girl,47,['Beck'],2005-01-01,209893,0.0549,0.685,0.677,0.00332,3.0,0.285,-6.552,1.0,0.11,149.421,4.0,0.855
4E3pn4V6cDAMRe6hXjQcXe,How Do I Let a Good Man Down?,55,['Sharon Jones & The Dap-Kings'],2005-01-25,182826,0.226,0.654,0.965,0.324,7.0,0.0826,-3.85,1.0,0.0559,122.908,4.0,0.848
1cbyVOrjQu3QsmHD2T1Ydf,Un Chi Chi,56,['Aventura'],2005-04-26,239333,0.207,0.842,0.532,2.85e-06,1.0,0.283,-9.375,1.0,0.0348,130.007,4.0,0.908
2z2HMfMK1vR4BZLL6JIWgV,"Te quiero, te amo",60,['Pesado'],2005-09-20,216893,0.392,0.79,0.534,0.0,8.0,0.133,-7.556,1.0,0.0491,134.112,4.0,0.944
3BwkldhE22DdxOcXegF2Kv,Bananza (Belly Dancer),62,['Akon'],2005-01-01,238493,0.0334,0.877,0.702,8.92e-06,10.0,0.743,-5.899,0.0,0.127,104.833,4.0,0.69
7H33tTNHIVUxPQQGUkmJaB,Red Flags And Long Nights,51,['She Wants Revenge'],2005-01-01,308986,0.00207,0.633,0.555,0.558,0.0,0.132,-8.16,0.0,0.0309,143.226,4.0,0.427
4CZrDF50zES5KDHmZbX2BG,Seven Nights In Eire,47,['Reckless Kelly'],2005,197440,0.164,0.446,0.601,9.65e-06,9.0,0.166,-7.604,0.0,0.0276,108.464,4.0,0.735
3FK0U3qJYP3E24Vx5QSBWz,Belle,47,['Jack Johnson'],2005-01-01,102946,0.669,0.603,0.165,0.588,7.0,0.124,-17.988,1.0,0.0452,126.717,4.0,0.517
7hB35Kc1HFM8DaDXIxtz6Q,The Wheels on the Bus Go Round and Round,51,['The Countdown Kids'],2005-01-01,84533,0.504,0.969,0.296,0.0,7.0,0.0934,-15.952,1.0,0.0654,110.153,4.0,0.968
0hOYPh5Y8huTrLKxvQyxAh,The One I Love,58,['David Gray'],2005-09-12,209933,0.00925,0.6,0.727,3e-06,0.0,0.0524,-4.305,1.0,0.0271,106.988,4.0,0.628
6cL7NCFSvqWrBH5r4mkvVV,Superman,52,['Goldfinger'],2005-07-16,185600,0.000129,0.436,0.935,0.000141,2.0,0.0821,-3.946,1.0,0.0538,194.902,4.0,0.901
1Ak88ZqJXgW6pBuuZPuxmw,No Regrets,50,['Forest Sun'],2005,174226,0.124,0.635,0.308,0.00606,6.0,0.0961,-12.087,1.0,0.0492,161.953,4.0,0.41
0e7S689mFbBnIWTWtjc4b4,Put You On The Game,53,['The Game'],2005,254133,0.0197,0.503,0.735,0.0,7.0,0.102,-4.182,1.0,0.333,175.972,4.0,0.694
4ECvB9frSDegHfKNRh9dwT,4ever,53,['The Veronicas'],2005-10-18,208973,0.00168,0.581,0.857,0.000166,5.0,0.0967,-2.21,0.0,0.0627,145.941,4.0,0.565
4yEJ1SNpgfK5GPx3Y0YhIU,Motivos,63,['Luis Miguel'],2005-09-06,212440,0.703,0.234,0.409,0.0,0.0,0.355,-7.478,1.0,0.0301,177.682,4.0,0.329
0G53JYumT2vVxRGOtROlXk,Far Away,46,['Nickelback'],2005-09-26,238173,0.000681,0.518,0.797,0.0,6.0,0.107,-5.153,1.0,0.0309,132.918,4.0,0.293
6eGMwVVABqVTe9bWRIm498,reflection eternal,54,['Nujabes'],2005-11-11,257893,0.429,0.842,0.464,0.789,2.0,0.0978,-12.628,1.0,0.0418,93.966,4.0,0.771
4bz7uB4edifWKJXSDxwHcs,Galvanize,63,['The Chemical Brothers'],2005-01-01,393813,0.0141,0.745,0.714,0.0222,7.0,0.363,-3.681,1.0,0.0751,104.003,4.0,0.365
4g6Ow5lxjyqATCQub3ACcu,Por Ti,46,['Belanova'],2005-01-01,216333,0.00135,0.666,0.619,0.00958,7.0,0.111,-7.131,1.0,0.0285,137.977,4.0,0.471
3LgXSkvae2xD2ZyKh6okL6,Veinte Mujeres De Negro,46,['Los Pajaritos De Tacupa Michoacan'],2005-01-01,191306,0.376,0.419,0.288,0.0,0.0,0.117,-13.996,1.0,0.0391,208.039,3.0,0.971
32SYEk2ksN8iQtz50AtHYj,on the precipice of defeat,55,['Shiro SAGISU'],2005-05-18,177106,0.945,0.263,0.374,0.919,9.0,0.109,-12.435,0.0,0.0331,83.331,4.0,0.2
7vTENp2sLS3sPY5z4npYNr,Headlock,49,['Imogen Heap'],2005-07-18,215481,0.8,0.805,0.371,0.0,7.0,0.12,-10.721,0.0,0.0352,119.974,4.0,0.808
63EzbC00mdZurdZzRcO4w3,Noviembre Sin Ti,46,['Reik'],2005-05-24,203226,0.0175,0.755,0.791,0.0,0.0,0.374,-5.762,1.0,0.0316,133.981,4.0,0.727
7iFdUmdqT9XrsJdSGf9KrX,Twist And Shout,51,['The Isley Brothers'],2005,155400,0.65,0.774,0.811,0.0,5.0,0.0736,-6.526,1.0,0.0355,123.354,4.0,0.963
7KoqEF76fGnDYdxTSHLxcm,一路向北,60,['Jay Chou'],2005-11-11,294240,0.0122,0.453,0.625,5.45e-05,5.0,0.112,-6.258,1.0,0.0272,133.93,4.0,0.292
3hNa7iKRzCK06IawGLlsbz,Par De Anillos,58,['Viento Y Sol'],2005-01-01,194426,0.209,0.49,0.675,0.0,1.0,0.105,-5.548,0.0,0.051,119.731,4.0,0.49
2b86QdcYHnO4YRXqfqlmGH,I Dare You,47,['Shinedown'],2005-10-04,234053,5.51e-05,0.55,0.921,0.000214,3.0,0.0999,-4.606,0.0,0.0312,107.013,4.0,0.354
0f2YRp5HLHVzqIs8KfY6T1,Guarded,52,['Disturbed'],2005-09-19,200293,6.83e-05,0.498,0.936,0.0252,9.0,0.0695,-3.141,1.0,0.0632,136.912,4.0,0.378
4CilIy3dA3P9Tq2NFqKEOX,Car Underwater,47,['Armor For Sleep'],2005,228706,0.0138,0.434,0.773,0.0,2.0,0.127,-5.052,1.0,0.0628,147.466,4.0,0.431
2PCTrOWob0vs0io6pfGOYS,Once Upon a December (from Anastasia),51,['Emile Pandolfi'],2005-01-01,252253,0.981,0.239,0.173,0.929,11.0,0.16,-19.353,0.0,0.0362,72.718,4.0,0.131
59e8U3Zr7Eo3KG9pNB4XSk,Lonely in Gorgeous,55,['Tommy february6'],2005-11-30,243093,0.00577,0.744,0.881,0.0,5.0,0.339,-3.646,0.0,0.0344,133.986,4.0,0.936
1AQL3X4isYp6HgVK5pvNaz,Follow You Home - 2020 Remaster,50,['Nickelback'],2005,260306,9.45e-06,0.561,0.936,0.0987,5.0,0.0583,-3.681,1.0,0.0526,140.135,4.0,0.651
5ivVLMrixj6Qtw9HgX8EuD,Constants Are Changing,53,['Boards of Canada'],2005-10-17,102053,0.894,0.222,0.238,0.898,5.0,0.345,-25.967,1.0,0.0456,152.332,4.0,0.368
5LLc5PMYsumWanLvgr7DCB,"Baby Mine - From ""Dumbo""",49,['Betty Noyes'],2005-01-01,127333,0.967,0.186,0.485,9.28e-05,6.0,0.311,-10.694,0.0,0.0358,96.671,4.0,0.234
11WZXXvGyrtUBp15TtojxA,Tentative,52,['System Of A Down'],2005-11-22,216533,0.0448,0.304,0.962,0.0,1.0,0.37,-2.076,0.0,0.0988,158.576,4.0,0.0792
3GoNxPKPZPaAAZVQZ003TI,Brighter,52,['Paramore'],2005-07-26,223280,0.00523,0.501,0.929,1.84e-06,9.0,0.167,-2.989,1.0,0.0539,146.982,4.0,0.455
7KFThZQCAcj8JXdPRtdrXE,The Way You Make Me Feel - Single Version,52,['Michael Jackson'],2005-07-19,266346,0.0498,0.738,0.811,0.000167,1.0,0.102,-6.035,1.0,0.182,171.76,3.0,0.504
2l7GqUj1mBAEYB8aokoWJf,Ten Speed (Of God's Blood & Burial),48,['Coheed and Cambria'],2005-01-15,226680,0.00682,0.481,0.982,0.0,8.0,0.157,-4.865,0.0,0.193,156.942,4.0,0.611
51ndwDACfzlvfOYnwp4ryn,Blessed Be Your Name,46,['Matt Redman'],2005-01-01,348933,0.00124,0.465,0.804,0.0457,11.0,0.541,-5.542,1.0,0.0368,116.005,4.0,0.109
33YwdmM6I1hBOT0ZQHSQW6,Freestyle,50,['Westside Gunn'],2005-01-02,209136,0.569,0.366,0.611,0.0,6.0,0.33,-12.252,0.0,0.362,167.366,4.0,0.727
4903HFfvLIQ8ujvQ0ARNGI,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),49,['Fall Out Boy'],2005-05-03,207653,0.0036,0.638,0.834,0.0,4.0,0.56,-4.764,0.0,0.0497,126.044,3.0,0.485
1pALOIA4ytESmhl7Fxjdic,楓,60,['Jay Chou'],2005-11-11,277026,0.754,0.488,0.441,0.0,0.0,0.135,-7.189,1.0,0.0286,134.385,4.0,0.142
0ceEDGRfYR0n6mnkLKlbgW,Fruta Prohibida,53,['Los Elegidos'],2005-01-01,166173,0.184,0.802,0.725,0.0,5.0,0.0727,-2.935,1.0,0.0321,111.154,4.0,0.966
6bksITRx5k0zItP6RiXJq9,Ganas de Ti,49,['Banda Pequeños Musical'],2005-01-01,209733,0.414,0.638,0.576,0.0,0.0,0.278,-7.624,1.0,0.0351,147.964,4.0,0.449
5SPLkYRcORH1muGgs6l4Wt,Niña Del Mar,57,['YOD'],2005-02-11,241786,0.328,0.549,0.791,1.25e-05,11.0,0.0802,-6.677,1.0,0.0438,134.95,4.0,0.454
3zE6YLb2IBb8NriBuuXWQd,青春狂騒曲,57,['Sambomaster'],2005-01-19,286186,0.000257,0.297,0.934,1.69e-06,7.0,0.225,-2.205,1.0,0.0787,136.254,4.0,0.421
4OnqJ1ml4Jgr5AAKNrrYCD,Down in Mexico,53,['The Coasters'],2005-02-08,196466,0.7,0.614,0.589,0.0,1.0,0.069,-8.667,1.0,0.0573,111.879,4.0,0.894
0pzjcWYkyynxhONSm5C8Cu,My Doorbell,52,['The White Stripes'],2005-06-07,241866,0.29,0.614,0.663,0.00682,8.0,0.0986,-9.965,1.0,0.0352,97.083,4.0,0.823
77mnUPdjFBDZuBnSLgOEgb,Miracles Happen - Soundtrack Version,46,['Myra'],2005-01-01,302800,0.305,0.645,0.888,0.0,4.0,0.273,-4.294,1.0,0.0337,111.95,4.0,0.73
4nmBEd13jgjtV8Pc90JDDn,Get In My Car,54,['50 Cent'],2005-03-03,245906,0.106,0.685,0.866,0.0,11.0,0.136,-5.614,0.0,0.306,75.065,4.0,0.78
4mBy2d5IY5rQkidZBKXxfT,Can't Let Go,47,['Anthony Hamilton'],2005-12-13,232533,0.582,0.65,0.501,0.0,10.0,0.112,-6.905,1.0,0.0963,127.984,4.0,0.374
6doBxUbuslAgelILAjXO95,Honestly,46,['Cartel'],2005-07-25,207333,2.42e-05,0.454,0.916,0.0,1.0,0.118,-4.951,1.0,0.0399,144.511,4.0,0.586
3SnXIPWciHwAS04oKdPC0l,Seasons of Love - From the Motion Picture RENT,51,['Cast Of Rent'],2005-08-02,183546,0.581,0.44,0.573,0.0,10.0,0.0777,-5.42,1.0,0.0365,178.192,4.0,0.442
1hoE8b6uifBRZcWJPnlCSU,Boston,46,['Kenny Chesney'],2005-01-25,256360,0.738,0.673,0.54,9.85e-06,7.0,0.0903,-10.972,1.0,0.0455,165.831,4.0,0.629
6lj90SlDI7l1xDLVuxEFDH,Ever (Foreign Flag),49,['Team Sleep'],2005-05-09,171800,0.000847,0.562,0.719,0.108,2.0,0.109,-5.842,1.0,0.0328,74.516,4.0,0.16
6dWGSm15Vj6m7qLKEO85ZN,I May Hate Myself In The Morning,47,['Lee Ann Womack'],2005-01-01,272866,0.224,0.439,0.417,5.22e-05,1.0,0.0767,-10.226,1.0,0.0275,173.727,4.0,0.3
2bmxx16hNi3W5FGzfFO9xX,Switch,55,['Will Smith'],2005-01-01,196653,0.007,0.877,0.885,0.000497,1.0,0.557,-4.966,1.0,0.17,102.507,4.0,0.517
4qtOAd4jqX2r7COmKXlHH4,What is It,46,['Webbie'],2005-07-05,266626,0.624,0.81,0.444,0.000916,11.0,0.245,-6.947,0.0,0.0579,159.995,4.0,0.726
462Gn5aIbAFpn2acXZ0a67,Don't Tread On Me,46,['311'],2005-08-16,186893,4.24e-05,0.576,0.918,0.0026,7.0,0.116,-6.41,1.0,0.0729,176.538,4.0,0.675
3ohLnESFgYACPMCkoTOzqE,The Twist,51,['Chubby Checker'],2005-01-01,153760,0.202,0.533,0.638,0.0,4.0,0.0729,-7.13,1.0,0.0341,156.663,4.0,0.937
0jGTmdloNXK6OKOtxCkT3p,In My Head,47,['Queens of the Stone Age'],2005-01-01,241200,0.0102,0.474,0.922,6.13e-05,9.0,0.107,-4.058,1.0,0.0372,134.311,4.0,0.397
47xCwjh5hNrE3Tgykh172j,Olvidemos Nuestro Orgullo,55,['Grupo Bryndis'],2005-01-01,219880,0.271,0.612,0.646,0.0,9.0,0.0819,-7.586,1.0,0.0337,162.425,4.0,0.781
1rS3J4u1G8f6hbmTosa8Nf,I Found A Way,46,['Drake Bell'],2005-03-08,179493,0.0056,0.531,0.766,0.0,8.0,0.201,-7.692,1.0,0.0582,130.048,4.0,0.532
0xrracKsmmEbfm0Pamc8bm,Sister,51,['She Wants Revenge'],2005-01-01,316106,0.155,0.608,0.797,0.83,5.0,0.116,-6.912,0.0,0.0298,138.346,4.0,0.407
3wKpAmt4dWefApt5KPbJeg,Dreamgirl,45,['Dave Matthews Band'],2005-05-10,239666,0.242,0.59,0.609,0.00104,4.0,0.259,-6.422,1.0,0.0626,102.032,4.0,0.301
0KXpgyL7L8xIpotzpWoUOo,If I Could Be Where You Are,55,['Enya'],2005-11-21,241306,0.964,0.279,0.147,0.00563,5.0,0.0966,-15.936,1.0,0.0429,129.23,3.0,0.0596
1bujdcYDzWPyJHUiL6PXul,Act Appalled,47,['Circa Survive'],2005-01-01,200800,0.000173,0.38,0.924,2.33e-06,7.0,0.176,-5.782,0.0,0.0719,153.99,4.0,0.28
600qBKuhdgLqxZb1BqIE0T,Don't Lie,47,['Black Eyed Peas'],2005-01-01,219000,0.166,0.662,0.785,0.0,9.0,0.0784,-5.299,1.0,0.186,89.882,4.0,0.602
0SwUDplbBp66rM5sMC0eD7,Comin' Home,53,['City and Colour'],2005-10-04,305413,0.792,0.654,0.539,0.0,6.0,0.12,-5.828,0.0,0.0309,122.923,4.0,0.392
1sFv3iuZdBeY1jzclqWawE,Standing Ovation,45,['Jeezy'],2005,254133,0.00159,0.384,0.838,0.0,7.0,0.0715,-8.009,0.0,0.306,144.002,4.0,0.165
2nuA1esWzYEgnfQ4DpsSsm,Dying in Your Arms,54,['Trivium'],2005-03-07,173160,2.55e-05,0.446,0.933,9.67e-05,9.0,0.085,-3.605,0.0,0.0537,159.961,4.0,0.753
5Ic3uCV2YfGTvUWNhLgWh6,Three Little Monkeys Jumping On the Bed,55,"[""The Little 'uns""]",2005,63853,0.317,0.953,0.254,0.0,9.0,0.0549,-14.666,1.0,0.0543,110.015,4.0,0.797
7p7udRRU9gjIarwcMQr5JC,Someday,56,['Flipsyde'],2005-01-01,239546,0.102,0.601,0.749,0.0,9.0,0.0877,-4.635,0.0,0.0456,160.34,4.0,0.338
1cxGnF7o2hcgInmhKrmCAx,Vida,57,['YOD'],2005-02-11,150093,0.829,0.592,0.307,2.22e-05,2.0,0.213,-12.849,0.0,0.034,128.207,4.0,0.223
56EYmR9IrFKKYdygcKXrvH,Comin' to Your City,46,['Big & Rich'],2005-11-15,207133,0.258,0.559,0.944,0.0,9.0,0.165,-1.422,0.0,0.085,99.027,4.0,0.66
69dDr3w8IIcOGKwlW5XntT,"Keep It Loose, Keep It Tight",51,['Amos Lee'],2005-01-01,188080,0.876,0.582,0.232,1.32e-06,4.0,0.107,-11.693,1.0,0.0451,131.599,4.0,0.238
2k6hpKTyubRVOmQR11ViY3,Demon Days,52,['Gorillaz'],2005-05-23,268400,0.0265,0.499,0.637,0.228,2.0,0.226,-9.035,1.0,0.0401,125.198,4.0,0.103
2itu79WbZhUCHX4jg0fyAd,Never Let This Go,51,['Paramore'],2005-07-26,220966,0.0226,0.519,0.88,0.0,6.0,0.135,-3.929,1.0,0.0447,144.968,4.0,0.529
6yalDzJGNoUQ2qSDlAdqU8,"King Without a Crown - Live at Stubb's, Austin, TX - February 2005",51,['Matisyahu'],2005-04-19,288600,0.0876,0.604,0.771,0.0,0.0,0.716,-6.591,0.0,0.0609,94.161,4.0,0.7
48F4fY1pKOTWN1H8q99dJE,You Don't Want Drama,45,['8Ball & MJG'],2005-10-04,273973,0.00998,0.777,0.871,0.0,7.0,0.366,-5.588,1.0,0.236,140.098,4.0,0.624
4uXmPyb5Lk6ETxnMTuvL1G,Poppin' My Collar,47,['Three 6 Mafia'],2005-09-27,176240,0.453,0.732,0.775,0.0,11.0,0.482,-5.504,1.0,0.0514,145.145,4.0,0.814
6hrgeEo1WQOHVeF8QMv68S,Breathe Me,46,['Sia'],2005-01-01,274933,0.034,0.544,0.63,0.573,0.0,0.0961,-7.523,1.0,0.0335,120.064,4.0,0.202
7vVzjidodQlVTsZV7bduTs,Iced out Castles,48,['Black Kray'],2005-08-02,207484,0.523,0.745,0.82,0.0,1.0,0.879,-6.579,1.0,0.124,121.72,3.0,0.365
3X5tOT7Aif4l4ZjRj217pa,In My Hood,52,['50 Cent'],2005-03-03,231120,0.176,0.811,0.726,0.0,1.0,0.282,-5.156,1.0,0.278,89.957,4.0,0.475
1jFqNxoIpLHkor2pGQiaDu,"If Your Gonna Be Dumb, You Gotta Be Tough",50,['Roger Alan Wade'],2005-07-26,186599,0.839,0.652,0.303,0.0,7.0,0.0949,-14.67,1.0,0.0299,90.026,4.0,0.749
0czsQ1YOT71kdVfyFoTy3U,Your House,51,['Steel Pulse'],2005-02-08,222600,0.057,0.707,0.716,4.25e-06,10.0,0.36,-8.962,0.0,0.0879,154.118,4.0,0.966
3DXjKH4NR0tRS44Sb1H8fw,Tha Mobb,47,['Lil Wayne'],2005-01-01,320546,0.00473,0.526,0.717,0.0,6.0,0.096,-7.182,0.0,0.363,149.226,4.0,0.224
7u018epVcYPTPVKCWAemLP,Rosenrot,52,['Rammstein'],2005-10-27,234706,0.00144,0.591,0.629,0.431,8.0,0.0705,-5.584,1.0,0.0273,114.072,4.0,0.183
1I1wdcCLTUe8qeg8NGICq0,Without Me,51,['Eminem'],2005-12-06,291213,0.00276,0.91,0.661,0.0,7.0,0.35,-2.814,1.0,0.0694,112.251,4.0,0.643
6uDBSDI9pDM7C4Gm0hc2hI,Castaways,49,['The Backyardigans'],2005-07-12,87706,0.784,0.756,0.211,8.65e-06,5.0,0.11,-17.646,1.0,0.409,81.253,4.0,0.307
5qMc9XB0lALs9VnQmY5qFv,When the Night Feels My Song,48,['Bedouin Soundclash'],2005-05-10,187786,0.253,0.938,0.523,1.52e-06,9.0,0.0831,-8.582,1.0,0.0576,109.2,4.0,0.724
58IptTfwwAv2HoOoXxgzBN,And Everything,45,['Perpetual Groove'],2005-02-08,136640,0.471,0.454,0.583,0.917,11.0,0.0859,-10.831,1.0,0.0268,148.004,4.0,0.314
329GYkRinmvsOZkrhcspZL,Follow You Home,45,['Nickelback'],2005-09-26,260333,1.04e-05,0.568,0.932,0.0991,0.0,0.0664,-3.671,1.0,0.0522,140.11,4.0,0.668
3unLUM6bJcy5beGawHpynM,Life Ain't Always Beautiful,45,['Gary Allan'],2005-01-01,224613,0.216,0.481,0.508,0.000175,2.0,0.105,-7.666,1.0,0.0248,86.013,4.0,0.268
3G863Tbi9fj5IshOoql1aO,"In The City - From ""The Warriors"" Soundtrack",48,['Joe Walsh'],2005-01-01,235426,0.174,0.468,0.677,0.00621,9.0,0.423,-9.651,1.0,0.0331,80.846,4.0,0.704
1l0mEM93oZMERzBmOCuiHe,Obsesión,63,['Miguel Mateos'],2005-04-12,245360,0.116,0.615,0.841,5.01e-05,7.0,0.122,-5.702,1.0,0.0391,126.975,4.0,0.908
6yDsEnVtNdg8Pz4z1m5AFF,Tear You Apart,45,['She Wants Revenge'],2005-01-01,283866,0.000445,0.581,0.739,1.35e-05,1.0,0.736,-6.54,0.0,0.0345,152.96,4.0,0.528
4H3KBBAe2Fcgv9lH6E10Oe,Harry in Winter,53,['Patrick Doyle'],2005-11-09,174440,0.559,0.175,0.248,0.966,11.0,0.189,-16.707,0.0,0.0423,110.447,3.0,0.0396
3T59S3Vh3DOatsmTD8clqP,You Rock My World,53,['Michael Jackson'],2005-07-19,308440,0.0272,0.82,0.711,0.000877,4.0,0.08,-3.641,0.0,0.101,94.995,4.0,0.936
2S2dKZqymLiKM89JtQX2ki,Lot Of Leavin' Left To Do,46,['Dierks Bentley'],2005-01-01,272626,0.00112,0.578,0.878,0.0146,11.0,0.6,-3.434,1.0,0.0287,118.029,4.0,0.693
1dVuiJnZwKhCw3xy0SL0lo,Mockingbird,50,['Eminem'],2005-12-06,251266,0.209,0.651,0.67,0.0,0.0,0.122,-3.786,1.0,0.283,83.558,4.0,0.241
2UW9flihkcHuCwWaUOmC1d,Juicy (feat. Static Major),46,['Pretty Ricky'],2005-05-17,287933,0.0661,0.815,0.451,0.0,10.0,0.0782,-6.486,1.0,0.0458,120.042,4.0,0.392
0HgDYi8pYbkYYvatcNsrQZ,Cry Out To Jesus,46,['Third Day'],2005-11-01,282333,0.264,0.34,0.619,0.0,0.0,0.143,-5.622,1.0,0.0354,146.207,3.0,0.242
4HdRMye6yPWOFrfLLM7W6b,Dedicated To The One I Love,46,['The Shirelles'],2005,124186,0.8,0.462,0.191,0.0,10.0,0.164,-11.901,1.0,0.0339,80.536,4.0,0.537
1Ke6bqdvdGJF1ftvuO8qtP,The Food - Live,48,['Common'],2005-01-01,216866,0.0132,0.382,0.733,0.0,7.0,0.965,-8.52,1.0,0.242,99.341,4.0,0.712
6kUktzISXJLuUurOFhc2Ms,Taper Jean Girl,51,['Kings of Leon'],2005-02-22,185280,0.0443,0.61,0.798,0.00035,11.0,0.109,-6.91,0.0,0.0337,124.128,4.0,0.94
0ERv44yTvPI3NAsdQTHAIS,Ya Man Ain't Me,50,['Chris Brown'],2005,214800,0.00393,0.806,0.571,0.0,10.0,0.34,-5.986,1.0,0.0397,124.1,4.0,0.722
08hFNg8Oz3lvaAms7qrIif,The Day You Said Goodnight,72,['Hale'],2005,291320,0.511,0.556,0.563,0.0,4.0,0.119,-6.591,1.0,0.032,134.259,4.0,0.238
4cKNAfFzbY6HCvU4dGwKvJ,El Alchohol,49,['Frank Reyes'],2005-12-20,256000,0.475,0.938,0.614,0.000134,1.0,0.0751,-3.292,1.0,0.0373,124.964,4.0,0.729
4he4CYDhvSPTxQc0e0Le1L,Kung Wala Ka,71,['Hale'],2005,242813,0.704,0.502,0.338,0.000887,7.0,0.113,-7.261,1.0,0.0263,136.355,4.0,0.155
4InNoUpsnbiq97FLvir4lU,Side of a Bullet,44,['Nickelback'],2005-09-26,180560,0.000308,0.645,0.946,0.0969,4.0,0.0226,-2.486,1.0,0.0669,132.962,4.0,0.849
0RW9lpU6FOyGNawOa3MbH8,Cumbia Morena,50,['Control'],2005-01-01,194986,0.196,0.826,0.712,5.27e-06,10.0,0.297,-5.851,1.0,0.0403,106.608,4.0,0.968
6bXzKob0VMX9X1HhodutiC,Cleanin' Out My Closet,51,['Eminem'],2005-12-06,298960,0.0813,0.907,0.766,0.0,9.0,0.11,-4.742,0.0,0.173,147.996,4.0,0.875
